genes,AURKA,ESPL1,SHCBP1,CEP55,KIF18B,CENPE,CLSPN,IQGAP3,ORC6,UHRF1,BIRC5,CDK1,RAD54L,MYBL2,ASPM,KNL1,DLGAP5,MKI67,FOXM1,FAM64A,PIF1,HJURP,ESCO2,RAD51,BUB1B,GTSE1,PRR11,KIF11,TOP2A,TROAP,TYMS,ASF1B,HMMR,SKA3,KIF15,NCAPG,CDC45,ARHGAP11A,NUSAP1,CDCA8,NUF2,E2F8,BUB1,NDC80,AURKB,PKMYT1,E2F2,SPC24,CENPF,KIF14,UBE2C,DEPDC1B,POLQ,CDCA5,SKA1,TTK,TACC3,RAD51AP1,RRM2,PTTG1,PCLAF,TPX2,PLK1,ZWINT,CCNB2,ANLN,KIF20A,EXO1,KIF4A,DEPDC1,MELK,CENPM,CKAP2L
PIF1,0.0267129883849248,0.0686355840225984,0.0267763579493337,0.0581905563236166,0.259105827312712,0.0316898071586343,0.0328624273176526,0.23411605419454,0.08220624221906,0.0561831477872477,0.0579196190646706,0.0382110152912129,0.0991258147403162,0.194905070500726,0.111483728341988,0.0995903794097425,0.245945059904682,0.165715732865295,0.143386479169494,0.174746766028179,1.0,0.280688049567242,0.218724824050213,0.103280060611376,0.124530838204197,0.179511929075517,0.0189403950759358,0.125710420848601,0.262781583869448,0.233605314305734,0.140096061396382,0.092286574666851,0.125797931571041,0.142740640176611,0.090230371942716,0.277944671260452,0.0954897340475135,0.0306515955187232,0.285695076972156,0.0474812366732375,0.0507918061771339,0.109139776284949,0.187193699628212,0.125186647442355,0.0746218998872451,0.148194210692198,0.0358315708484592,0.0425989926350055,0.0911394710693276,0.0919707656770297,0.248027324287363,0.0705199706061909,0.135318472598199,0.216898255016496,0.136024323595712,0.0306737793145456,0.0400651618008525,0.0273202257386564,0.150447568816969,0.0295766538075927,0.148959560313688,0.123700234083284,0.0404040326487413,0.0587084698754992,0.0620646694698185,0.0775323418212808,0.223088453981929,0.146625510514678,0.206273848843804,0.139055971455749,0.218560253504376,0.0295716442939146,0.138842949728092
HJURP,0.173057384693589,0.257147809178076,0.168291959167824,0.220151939239301,0.348026735000916,0.178396031907175,0.190938861842611,0.348727658558929,0.206706538789404,0.222410099940196,0.245562123210108,0.203208407034584,0.233761818944161,0.307164722350777,0.277417666407614,0.251667375670924,0.331247614992637,0.287021501021625,0.269331335258346,0.330495632438349,0.280688049567242,1.0,0.319075963919269,0.245071914820291,0.253591714351989,0.282910922595478,0.124990615853806,0.252495567348997,0.315496914695298,0.308789907006926,0.257955844473586,0.239808140407002,0.259969915602791,0.276479748456995,0.253631666514479,0.347183165522194,0.236546612050274,0.161628320874194,0.334467135467028,0.190349905287848,0.216194802909858,0.303413223649341,0.269285836824749,0.270184581599958,0.270965096348862,0.270696995073252,0.210380271737969,0.246241812437836,0.243629711897002,0.262652210632461,0.339601117488914,0.261311677297719,0.272134205352483,0.280426382170934,0.275685199591679,0.155714213890149,0.18920797934319,0.160676711226123,0.285396926626918,0.176881179729142,0.287622196022263,0.279785935562105,0.210566037572442,0.179715405117958,0.212263508700195,0.251568766922165,0.310610270589622,0.264615499606673,0.292824376732581,0.288503437048943,0.309889148554756,0.167553273559554,0.279141211592032
ESCO2,0.14020467584032,0.192955055883915,0.133921944749669,0.174090243103137,0.268009836819431,0.133798236615009,0.161456398903292,0.269519079778012,0.174521571599254,0.195372561871274,0.19345867924015,0.161739652345863,0.194381110186685,0.258444937174988,0.207187735933725,0.19658530528498,0.323899981856328,0.229993994528525,0.211442198854078,0.254163925655593,0.218724824050213,0.319075963919269,1.0,0.207624918893568,0.198237656531954,0.25069488224079,0.101012081206863,0.198635843961411,0.299043913563432,0.250305019094862,0.212426400922566,0.20153795496703,0.201708061416963,0.225714182056284,0.200735952576027,0.342581883243573,0.203480195319442,0.125288286281804,0.322694227852875,0.151008876938099,0.16262340407321,0.238610727292465,0.252434285951283,0.208855202088334,0.21221995555023,0.219002984688032,0.174040825632309,0.189443530757322,0.187839206510015,0.197201895488232,0.263640966391275,0.20984517377621,0.221295152095502,0.270949851054411,0.220031843470852,0.120816649861136,0.151121078448053,0.133089802755524,0.237552188092909,0.134027566306287,0.23677660464227,0.222491283405475,0.161080406286037,0.150951678228452,0.161504305267191,0.193598255710468,0.298199057554637,0.224435958357961,0.274505052552838,0.221404869254313,0.28001302728065,0.140032828837623,0.216432701693818
RAD51,0.0714311029264415,0.105077229499715,0.0723919149310638,0.0728054287358709,0.200143773543454,0.0673072417035903,0.0691636711901427,0.169788702001018,0.127733964636986,0.121597922447697,0.0971417560408495,0.0745979979538959,0.129879365336537,0.18437630958575,0.112483665763322,0.113014986203376,0.23923276719511,0.155019703490472,0.164462410376271,0.144374158300484,0.103280060611376,0.245071914820291,0.207624918893568,1.0,0.157988766793107,0.17891296484774,0.0417189698099764,0.156708066669091,0.251467764807942,0.216703455603391,0.164864082904984,0.131704806448885,0.137553075663189,0.177440383967495,0.123620144780053,0.258840596902153,0.14337117564948,0.0640082560569418,0.26010879795716,0.105349183051376,0.0998567454918075,0.105827771864767,0.216157129294104,0.134562161735852,0.110953095346486,0.176374309584751,0.0825581408181861,0.0850539466887754,0.112939475888566,0.0996563781563763,0.205546364476969,0.104409234087898,0.145150220784708,0.251061427203298,0.148922682475081,0.0987567568962173,0.0753621124987058,0.0915939083060307,0.145584387057178,0.0817720467734304,0.164796126441344,0.127725607831429,0.0719979307362009,0.125384556343098,0.101843194609174,0.0910181321507099,0.227192476034724,0.160866490828311,0.214909796028943,0.148068726723782,0.207220340526084,0.0908295868083964,0.142203717774963
BUB1B,0.127740009918596,0.171355818905371,0.130994222882538,0.138957715889711,0.186324330331547,0.114466313489476,0.109087182391457,0.168788442114795,0.127292984111404,0.146710935980951,0.153553047475096,0.114284822540837,0.123426681352804,0.190261483496988,0.17482318527716,0.164715417982533,0.281877968535534,0.199584493237435,0.186665952238868,0.151462846813063,0.124530838204197,0.253591714351989,0.198237656531954,0.157988766793107,1.0,0.228502785732544,0.0821387534119622,0.189065547224219,0.250825279261317,0.216848993089505,0.162560759898276,0.170794874529308,0.18020130322655,0.169751831508962,0.141332950226242,0.277194421741608,0.119081723924071,0.0937656876138581,0.261177989952957,0.171280885675663,0.149660775636694,0.16615603186892,0.253960312160828,0.171637014848999,0.168033364841927,0.182182914511471,0.136214840858255,0.13364173071508,0.177950995161537,0.174139198223881,0.189178724891629,0.15369437182601,0.174475535810046,0.240475055417688,0.169665141772287,0.139688749010016,0.114195231356828,0.159438124289803,0.174189525787528,0.118777576241926,0.16412946961429,0.16441263697814,0.139911837085023,0.135936955745759,0.165416663478016,0.158226552664,0.267907999384742,0.141811651003409,0.247852517617708,0.173304072978708,0.219391813176638,0.131765818473893,0.178517670303635
GTSE1,0.236148538518718,0.212797809730097,0.211859106491477,0.328869843591068,0.231959578373727,0.187682573613911,0.244476284128851,0.256251148460671,0.115059590683706,0.180963759063083,0.275234064765566,0.210418665088347,0.125307934704647,0.271545782775306,0.309361401454769,0.282743068839615,0.36123380071902,0.323562168073809,0.242558730283198,0.192726096339301,0.179511929075517,0.282910922595478,0.25069488224079,0.17891296484774,0.228502785732544,1.0,0.197943638656871,0.2337895572377,0.25479268397611,0.216212551531682,0.187925569586153,0.192168640564089,0.304806688054134,0.227796194298815,0.173577423334189,0.342207229657035,0.125429352219691,0.160918671873558,0.280869254077028,0.16848141429455,0.198287056560039,0.278852373773957,0.280313844209717,0.263449738079907,0.228812095368662,0.223680967930888,0.226718863912006,0.264867456555705,0.207684055398338,0.298327850269312,0.238850841257808,0.228082513393739,0.219069797267572,0.23792705696241,0.283671039941049,0.123568450300006,0.208211117619303,0.158623970871918,0.32195873251367,0.176911235102155,0.236536819762544,0.282924149123713,0.306411301255274,0.111161827413869,0.207794375133203,0.310641445967646,0.33389202952401,0.159308144200177,0.300368493054527,0.241006483637011,0.292011218782633,0.144374368996904,0.317018265283785
PRR11,0.0492295941192004,0.0345902783949074,0.0339349698314967,0.144725178391278,0.0745042850976786,0.0240889204324431,0.0680193205003267,0.0852435430809264,0.0149075889486672,0.0283468011718812,0.0607178878994326,0.0327151565050576,0.0153968538607111,0.119991141056221,0.119014679670387,0.115211160251764,0.199305951376065,0.190445603364886,0.0860328798715513,0.0375848431830244,0.0189403950759358,0.124990615853806,0.101012081206863,0.0417189698099764,0.0821387534119622,0.197943638656871,1.0,0.0899525052309305,0.104160922026481,0.0779483882975299,0.0502429571739206,0.0475926357543548,0.159938040733548,0.0733598362858185,0.0283397603400718,0.17658578506147,0.0158903209574317,0.016678677321932,0.120490396959667,0.0289392530128056,0.0366313528314603,0.078796375209051,0.151760298844176,0.0997147292185892,0.0424254245472109,0.0811102368151081,0.0326400782863735,0.0423240728544705,0.0497701636408721,0.103900563318,0.0823748765460206,0.0429254170663027,0.0690448801643113,0.108887163442875,0.122541731167473,0.0152612719645554,0.0332281229257319,0.0239136519500332,0.177155064796209,0.0223913417712404,0.0750552940085538,0.109281669893765,0.0793963985219476,0.0147078168958714,0.0481287290576233,0.107020930845569,0.176086687763435,0.0340833642191789,0.15941231337181,0.0741983262411834,0.158633287203363,0.0122460088365614,0.159129433675528
KIF11,0.133176066219981,0.158219261041975,0.136276615075385,0.149461517382163,0.186244718229011,0.12853060929892,0.118177786948447,0.169937474488316,0.120919615058149,0.14381168731199,0.161853700753522,0.12090702248466,0.119029934274308,0.189156501315922,0.180307443999372,0.170959627593767,0.287860722470399,0.202937621309433,0.186975686700146,0.152706788030045,0.125710420848601,0.252495567348997,0.198635843961411,0.156708066669091,0.189065547224219,0.2337895572377,0.0899525052309305,1.0,0.25233074764004,0.210193644082326,0.163402987408992,0.162280396660539,0.184689044422787,0.174456991662402,0.141364063090948,0.284710720974507,0.11529399093128,0.10660613016418,0.264816966827657,0.17199890561683,0.152836288082489,0.168878758892488,0.256471258034836,0.177040555141864,0.164247507546209,0.173968862431149,0.132493553161099,0.142964851849718,0.177189620622482,0.179206304949553,0.193716888198419,0.151666512027548,0.17495254243721,0.237628473508227,0.179840576285306,0.133793778020571,0.117030481679804,0.161349774092585,0.179721394003876,0.122238824094114,0.172124369837681,0.171040057226047,0.14876361374059,0.131063782328868,0.166051279130951,0.171676423045766,0.274806838195259,0.138794404735874,0.25356814283661,0.179633418713079,0.22649399089112,0.124498651017461,0.188466872307796
TOP2A,0.149981442574665,0.241886359006367,0.153701414861253,0.184448798790674,0.340526820544735,0.178124456189516,0.164004822935028,0.328570637383121,0.218055012528003,0.22148960507433,0.234322094428988,0.189063156446025,0.250847535137582,0.271630653973835,0.261398338428743,0.229610576707409,0.310211438622145,0.248201213477952,0.278916546861534,0.337552401998448,0.262781583869448,0.315496914695298,0.299043913563432,0.251467764807942,0.250825279261317,0.25479268397611,0.104160922026481,0.25233074764004,1.0,0.304617137667143,0.26981395329885,0.229688667187616,0.236295479176624,0.283984910645331,0.262422521085651,0.328994917159562,0.253977553903425,0.15719705365148,0.33266574216504,0.200927087218353,0.219731395898443,0.261314954297305,0.259275600997892,0.266440520386538,0.259838752931949,0.250548678304333,0.174176658572257,0.219401177134458,0.264414547195599,0.249025887797426,0.339380823958967,0.231600177235653,0.256088943111969,0.273775101178596,0.258636549913505,0.167622402920115,0.170436277014065,0.155822361260077,0.2434544455623,0.178265727266169,0.28779295311327,0.272117174137118,0.181845938772569,0.19630920694841,0.214166298173961,0.239232085424212,0.301279348762281,0.272268570806815,0.284196614444961,0.293944851564475,0.284973765358692,0.158184236836389,0.260566598376866
TROAP,0.12564438651766,0.225869802056395,0.125355337949666,0.139215748143843,0.287243233166407,0.132742357966888,0.12186652736177,0.278535615290804,0.205215751350987,0.18469249572914,0.178448341393236,0.144362864090428,0.226511947247115,0.232397202606399,0.200999964877436,0.185535983333708,0.28721402754143,0.201292776467168,0.224378790623603,0.285599230441122,0.233605314305734,0.308789907006926,0.250305019094862,0.216703455603391,0.216848993089505,0.216212551531682,0.0779483882975299,0.210193644082326,0.304617137667143,1.0,0.228536857757338,0.208305637266036,0.188184370833422,0.227970226613896,0.227443908730264,0.307735030252117,0.221350267846444,0.119291004929071,0.317970961917721,0.180780322009483,0.179614104045278,0.220137799548765,0.239678398017735,0.21049373807273,0.217950711672661,0.224208803422165,0.151799871140821,0.167150527156332,0.218820515104355,0.19216279938522,0.276696212137269,0.206548968899512,0.22490646869743,0.261389909649931,0.205351925072516,0.157056885289961,0.138704067577586,0.141982152985285,0.1950147528646,0.143804543622027,0.231370060182659,0.206695835602782,0.141640031867024,0.184899006688222,0.184226270866932,0.173386252929745,0.273346223392593,0.238690293216957,0.250381763343574,0.237878767517616,0.239055758022434,0.148686128203756,0.194921380812284
TYMS,0.0822233995677914,0.137603256029481,0.090272461097011,0.0886396826890296,0.218086203816445,0.0858585483894747,0.0817911824163361,0.182432155475476,0.157053563187262,0.155929384511179,0.127528865580546,0.0936286819616493,0.162617865603626,0.184934981489893,0.124973063178132,0.118739578566523,0.251574580166721,0.160549197083949,0.182610859719163,0.177828768728448,0.140096061396382,0.257955844473586,0.212426400922566,0.164864082904984,0.162560759898276,0.187925569586153,0.0502429571739206,0.163402987408992,0.26981395329885,0.228536857757338,1.0,0.153497801348561,0.14016577773761,0.186449680150291,0.148852151967791,0.271669482832266,0.167131588809679,0.0792407578081019,0.280497916499053,0.133651815262478,0.116877770646513,0.132496518281679,0.220938694812093,0.144145796512642,0.146077001254764,0.170319214056537,0.101317923218181,0.108581852711712,0.15273266558126,0.122664644280588,0.224477541180951,0.126209074734046,0.150818029547449,0.250012584867302,0.155660731796949,0.108743161203471,0.0895157146782289,0.102884479203466,0.148149877503493,0.097164217247901,0.171057371220747,0.141868005463145,0.0900508918903954,0.143097716700741,0.126596753759834,0.11948186424228,0.244577783186102,0.172981493963232,0.232377728290074,0.158413646740379,0.213751212345184,0.111813116550955,0.151999692795149
ASF1B,0.0832962734664605,0.124164384434128,0.0857955812996644,0.0847751502161209,0.178063765370742,0.0633255324740979,0.0704355542514962,0.153830736199719,0.11446670833745,0.130600283672785,0.0989146300584001,0.0727404935930264,0.10236345400111,0.196139430761601,0.118817973505668,0.114522827524212,0.24451659581673,0.172764862279731,0.15963464972855,0.12373333730975,0.092286574666851,0.239808140407002,0.20153795496703,0.131704806448885,0.170794874529308,0.192168640564089,0.0475926357543548,0.162280396660539,0.229688667187616,0.208305637266036,0.153497801348561,1.0,0.149395161054647,0.164488507898868,0.103200673742316,0.248598647223598,0.109187541666299,0.057505241066385,0.242527286795003,0.117184330245078,0.0962968770030826,0.121839159539917,0.216585810853247,0.134427937432297,0.125285324089091,0.195051538768622,0.112578560699276,0.0914841750950099,0.113366788381284,0.106818533270322,0.176573352656125,0.114118799898581,0.150889076343585,0.244228343052926,0.147929558734877,0.0939102705996846,0.0788707859907181,0.10022229925389,0.159987411426884,0.0750402986075152,0.146781731516002,0.121559116856695,0.0847224342696875,0.110258240717427,0.107853483298087,0.0927128745511762,0.227958652271099,0.132645895585867,0.213889254547132,0.137431060337153,0.200142485136455,0.134653532552629,0.142680872460028
HMMR,0.205751374738966,0.163747442189895,0.170886465352972,0.270347004322359,0.173896098702469,0.148771921340651,0.183542769010692,0.181785164796673,0.0844285555217232,0.132264965404112,0.207200088114386,0.167841621263636,0.0876772175816024,0.208743992299492,0.238182527705435,0.236247606199878,0.346077871637394,0.273148366487986,0.184201828039642,0.13443515824637,0.125797931571041,0.259969915602791,0.201708061416963,0.137553075663189,0.18020130322655,0.304806688054134,0.159938040733548,0.184689044422787,0.236295479176624,0.188184370833422,0.14016577773761,0.149395161054647,1.0,0.170337774135078,0.13780765692565,0.316616125417752,0.0885463787865167,0.119389418312051,0.257677482136696,0.134755336054588,0.17907401894591,0.214119161272223,0.280990108988701,0.210721851523085,0.168320798605186,0.177628669749189,0.174577297754226,0.193219790933526,0.164386723506987,0.234449289111512,0.183643035276609,0.183789167945591,0.165244682862017,0.22631981884971,0.21756616414238,0.115437033880666,0.170822116486002,0.129809933699791,0.242603546703999,0.160142521877336,0.172662780786367,0.211887890344446,0.249734662674929,0.0838923610474271,0.183728188484519,0.237643817459295,0.318409769460835,0.113763185834774,0.282834950634799,0.187913914305939,0.262815130914037,0.114425139740549,0.245571099725784
SKA3,0.109456676695956,0.148374599613895,0.11083502393732,0.130725340192936,0.224232772477917,0.109436477923045,0.114025199909207,0.191813359508278,0.136135290898026,0.16946653767301,0.174971773399791,0.121658291146169,0.147890389714124,0.19847059413427,0.16626972264771,0.155688416918628,0.294342626177907,0.192543229969316,0.200290090952308,0.188807367441018,0.142740640176611,0.276479748456995,0.225714182056284,0.177440383967495,0.169751831508962,0.227796194298815,0.0733598362858185,0.174456991662402,0.283984910645331,0.227970226613896,0.186449680150291,0.164488507898868,0.170337774135078,1.0,0.158084724042595,0.305945211026712,0.159097445601459,0.102577365262241,0.297162739033592,0.14504370758577,0.14279795358021,0.161029195210814,0.249339974007657,0.174947059040202,0.174935210058963,0.174919519539202,0.119996947083667,0.149460453780239,0.171077149679034,0.162585566184557,0.237138750565234,0.147308728379074,0.16435790926643,0.260523684205692,0.183822557791341,0.115744969004417,0.11216331777528,0.113860954791054,0.178326420607865,0.124660469394279,0.199202299178937,0.184658622964828,0.128878700790508,0.132766234636105,0.147110474191792,0.169874452969913,0.289166029954453,0.170632113340131,0.270906063292973,0.187588173546947,0.246311596094953,0.118404399820016,0.191871319302022
KIF15,0.0465185151232375,0.0770351482937506,0.0445974872025943,0.0591152089942396,0.218007145800982,0.0553409152171169,0.0463303045423726,0.187030434535416,0.0821435277369207,0.0691586973634848,0.065138458623075,0.0591200390526698,0.0919583161125851,0.170479882287939,0.114364580949235,0.114803948348657,0.237359459961514,0.149780225667627,0.156476828286531,0.151223580733912,0.090230371942716,0.253631666514479,0.200735952576027,0.123620144780053,0.141332950226242,0.173577423334189,0.0283397603400718,0.141364063090948,0.262422521085651,0.227443908730264,0.148852151967791,0.103200673742316,0.13780765692565,0.158084724042595,1.0,0.259598161202488,0.0995605568766182,0.0460655293517872,0.266907617114232,0.0642832449280916,0.0839520265378465,0.100185063567524,0.208818458427012,0.140923327221362,0.0760607096058674,0.162733607370423,0.0512838792401911,0.0576393983549607,0.1123557620347,0.0997216304098344,0.216932319318057,0.0829193935502885,0.133237422440488,0.231474294247301,0.139407624320578,0.0758766510089713,0.0601460319700393,0.0498267882196884,0.133657962996251,0.0729265781712325,0.149847987999646,0.124841779468262,0.0497798313842738,0.0705404631219283,0.0871554619065364,0.0822755994971553,0.226591389025725,0.143709321969067,0.209293323849687,0.158680779137411,0.198629295485515,0.0502006183093333,0.139874366326317
NCAPG,0.223956895878696,0.258826681107719,0.21222075383912,0.297379971114846,0.348751466178384,0.218739823605783,0.257413498522272,0.366259904188829,0.192359708536861,0.241975525204449,0.305015292771807,0.250139162389021,0.222598079491085,0.345298539970903,0.330260576541277,0.30727378838374,0.352534031054618,0.348994696401997,0.304654143379171,0.313984337982745,0.277944671260452,0.347183165522194,0.342581883243573,0.258840596902153,0.277194421741608,0.342207229657035,0.17658578506147,0.284710720974507,0.328994917159562,0.307735030252117,0.271669482832266,0.248598647223598,0.316616125417752,0.305945211026712,0.259598161202488,1.0,0.22479110174817,0.194820372421023,0.341143399333575,0.207990863444917,0.237117781601445,0.327519187085043,0.313761876328753,0.313046701915406,0.285381171772262,0.283984449288166,0.240885360240033,0.28907277325706,0.264211292204908,0.31471108889975,0.354670825444417,0.281163481970172,0.287929646715695,0.30417363512595,0.333397835308409,0.160817658365777,0.227975221886829,0.187045543909518,0.354673705194809,0.208149548513333,0.327240947558703,0.339671986224892,0.272879552766434,0.176370808046166,0.23918514907333,0.32451353558905,0.345291458113405,0.260511481046282,0.341652963472081,0.316846853656683,0.363432829037623,0.17756506699153,0.346930138874154
CDC45,0.0289787475019071,0.0660620566587338,0.0315638544146185,0.0338783062514664,0.232573948801143,0.0353967791003277,0.0333869883038272,0.180450225382835,0.126851269057881,0.0854736606160225,0.0503444294467431,0.0419410798021686,0.149858698492901,0.162510550061529,0.0787241703557169,0.0734734502031924,0.186902670288952,0.108809785668547,0.136441359323551,0.18733914112181,0.0954897340475135,0.236546612050274,0.203480195319442,0.14337117564948,0.119081723924071,0.125429352219691,0.0158903209574317,0.11529399093128,0.253977553903425,0.221350267846444,0.167131588809679,0.109187541666299,0.0885463787865167,0.159097445601459,0.0995605568766182,0.22479110174817,1.0,0.0366210811224949,0.258711170327966,0.0555284068266389,0.0530310034778104,0.0802625914697003,0.158673090649748,0.102500198119574,0.0695443897832893,0.145174291649318,0.042098337577212,0.0464672250518854,0.0907812239011022,0.0669634665390201,0.230061199641551,0.0636922109176958,0.126866319654461,0.225180795787918,0.10895869039258,0.0533185344330956,0.0398106296252051,0.0417377249378065,0.104050983356227,0.0425257812134892,0.151037321206651,0.100459532154634,0.0296062796315933,0.0986514571897235,0.0570585997576506,0.0564544289021843,0.179588395013436,0.216969220331397,0.171469282097358,0.127082905381442,0.175323625026943,0.0511701541718028,0.0993155355905065
ARHGAP11A,0.0261177196791817,0.0405283862732437,0.0213081817519748,0.0719012235073557,0.123563444861406,0.03480072618821,0.0322484796078882,0.115981036784534,0.0319450373535952,0.038027126652219,0.0568365783421996,0.0213851670857162,0.0351487882999511,0.11635558585439,0.115445026421237,0.0939847601702833,0.190582122151533,0.136959414090995,0.110605406904506,0.0761197231541407,0.0306515955187232,0.161628320874194,0.125288286281804,0.0640082560569418,0.0937656876138581,0.160918671873558,0.016678677321932,0.10660613016418,0.15719705365148,0.119291004929071,0.0792407578081019,0.057505241066385,0.119389418312051,0.102577365262241,0.0460655293517872,0.194820372421023,0.0366210811224949,1.0,0.170623465244722,0.0364921055843375,0.0428553997755033,0.0782028180309503,0.151379179833926,0.10130375675388,0.0514196194234381,0.0919370275052511,0.0248787523338623,0.0425846966003318,0.0669890376612978,0.0963096913759589,0.13146462365898,0.0416741571479178,0.088058664614533,0.13582499356319,0.11783381951254,0.0210094226640636,0.023735299504186,0.0217845192965579,0.124109689366734,0.0233859111363105,0.101017003158335,0.103056510454486,0.0495123615578695,0.0287684746831446,0.0508670087304407,0.0939408289781177,0.185034117820271,0.0643151107174074,0.16698406112484,0.101323027083686,0.163651488698678,0.0135038333291415,0.143671523786221
NUSAP1,0.168187773729489,0.253291385110338,0.169440378777304,0.212217278475405,0.361450365157821,0.186897736039201,0.186945679721049,0.355076698154599,0.22088445106557,0.231883753782406,0.256019704829547,0.206113026404289,0.257074784011349,0.301327824729879,0.28002885669733,0.249327434048942,0.322477914131016,0.278742756602449,0.28980977353191,0.353603217381726,0.285695076972156,0.334467135467028,0.322694227852875,0.26010879795716,0.261177989952957,0.280869254077028,0.120490396959667,0.264816966827657,0.33266574216504,0.317970961917721,0.280497916499053,0.242527286795003,0.257677482136696,0.297162739033592,0.266907617114232,0.341143399333575,0.258711170327966,0.170623465244722,1.0,0.204349888239889,0.221634296118411,0.28777137550268,0.276505052242321,0.280702524501195,0.274453191112649,0.265973373533455,0.196785995675771,0.244326829101537,0.263633995001811,0.265502069773402,0.360869242065375,0.251336718063305,0.271999568532831,0.290156938240087,0.283575605167198,0.163258527319889,0.186514137639239,0.165273455872667,0.277529550010507,0.184372301860701,0.308513642323649,0.291583932911131,0.20497774268533,0.197979869237649,0.220551907513207,0.260825113317671,0.308186752757024,0.282372333058148,0.303972165703279,0.304909549182985,0.313785681256366,0.171423673765175,0.284643930313189
CDCA8,0.0617943016059948,0.0695548712796239,0.052702897947904,0.0631528959116217,0.141752776004525,0.0442363720611152,0.0379383414060799,0.125344761444723,0.0655328950349233,0.0657484637165063,0.0627133051372075,0.040975819216911,0.0585947636269743,0.142537832766291,0.112147537677489,0.108103532305631,0.210264804192763,0.143039214920176,0.168663471457101,0.0949918424162925,0.0474812366732375,0.190349905287848,0.151008876938099,0.105349183051376,0.171280885675663,0.16848141429455,0.0289392530128056,0.17199890561683,0.200927087218353,0.180780322009483,0.133651815262478,0.117184330245078,0.134755336054588,0.14504370758577,0.0642832449280916,0.207990863444917,0.0555284068266389,0.0364921055843375,0.204349888239889,1.0,0.0610046199597186,0.0835187608663438,0.211908309250461,0.124068581576356,0.0779879443086311,0.147277485151409,0.0502059431796462,0.0482166088902463,0.117148101562856,0.102798968428698,0.146301614447535,0.0604360236913026,0.127996046207822,0.204380622162288,0.133953075324257,0.0724913293052375,0.0427160542746531,0.0898276386156192,0.123699497188646,0.0500011614010899,0.130604206240227,0.109665312489109,0.0544044600943383,0.0785560642328263,0.0902776602101175,0.0853327206859343,0.203143871453516,0.0973423324950489,0.193907043540864,0.130504802569188,0.16081275396812,0.0611146938339759,0.129064860621668
NUF2,0.0551746986066837,0.0666662596580724,0.0516675756331616,0.0881953686317432,0.153509646787955,0.060937736221009,0.0491928578141369,0.137336257448146,0.0508300096379387,0.0555278873297074,0.0699442936493421,0.0586853060550765,0.0476005589270563,0.146416145084085,0.14229653923943,0.147622488167296,0.246992042520313,0.165060574727114,0.150813446978723,0.0988250232269855,0.0507918061771339,0.216194802909858,0.16262340407321,0.0998567454918075,0.149660775636694,0.198287056560039,0.0366313528314603,0.152836288082489,0.219731395898443,0.179614104045278,0.116877770646513,0.0962968770030826,0.17907401894591,0.14279795358021,0.0839520265378465,0.237117781601445,0.0530310034778104,0.0428553997755033,0.221634296118411,0.0610046199597186,1.0,0.10669823785534,0.228049942977347,0.15913194244574,0.0731712761006656,0.162841747823415,0.0530890289548854,0.0608821741389476,0.109568714710393,0.130813268345401,0.158727574734445,0.0717057474221571,0.119636499922118,0.200257997619092,0.149083493852416,0.0854208144053912,0.0570438765444451,0.0501859493605472,0.141709208891699,0.0967699785205881,0.124592250455883,0.126827182386347,0.0659115764568211,0.0458692898145379,0.11158449891183,0.106286935456533,0.241476645281649,0.0890068430810958,0.213312198809371,0.155061331379831,0.184405351284265,0.0447493434705168,0.168481345560083
E2F8,0.0996854523417202,0.121874311283531,0.0951142095491941,0.136948604460379,0.215836776820972,0.0891439321450135,0.108431941121962,0.201782828242486,0.0773147353808313,0.101717077719439,0.11994106302423,0.102193878175021,0.0776553420710111,0.238131375096994,0.177771682318907,0.158025344949286,0.334737854496747,0.258420772557626,0.166626714863854,0.132194482682438,0.109139776284949,0.303413223649341,0.238610727292465,0.105827771864767,0.16615603186892,0.278852373773957,0.078796375209051,0.168878758892488,0.261314954297305,0.220137799548765,0.132496518281679,0.121839159539917,0.214119161272223,0.161029195210814,0.100185063567524,0.327519187085043,0.0802625914697003,0.0782028180309503,0.28777137550268,0.0835187608663438,0.10669823785534,1.0,0.253371930795387,0.168437676840062,0.125407623637083,0.197818475353753,0.136086578476908,0.133933572958727,0.104423738219368,0.151476590199221,0.211483710613793,0.131766625940051,0.161179928001032,0.241315334715504,0.189339160477904,0.0679787568351883,0.101050117549782,0.0794300232361014,0.235086033704596,0.0829863655010094,0.155895692293472,0.15758547106828,0.125052024923128,0.0655789239286425,0.102526844051561,0.130530725249281,0.304355966652402,0.112600738713773,0.269105747421884,0.161497830568715,0.270848959235266,0.0824051634424592,0.217194524578363
