gene,community
TTC39A,BrC9
TXNRD2,BrC9
VSIG2,BrC9
VTCN1,BrC9
VWA2,BrC9
WNT7B,BrC9
XBP1,BrC9
YIPF1,BrC9
ZBTB42,BrC9
ZDHHC11,BrC9
ZFAND4,BrC9
ZFPM1,BrC9
ZFR2,BrC9
ZNF19,BrC9
ZNF23,BrC9
ZNF239,BrC9
ZNF296,BrC9
ZNF396,BrC9
ZNF552,BrC9
ZNF703,BrC9
ZNF749,BrC9
ZNF799,BrC9
ZNF823,BrC9
ZSCAN1,BrC9
ZSCAN16,BrC9
ZYG11A,BrC9
ABCF3,BrC14
ACTR1B,BrC14
AHCY,BrC14
ALG12,BrC14
ALOX12,BrC14
AP3D1,BrC14
ARF3,BrC14
ARFGAP2,BrC14
ARHGEF18,BrC14
ASB16,BrC14
ASF1A,BrC14
ASTE1,BrC14
ATP6V1E2,BrC14
ATXN7L3,BrC14
ATXN7L3B,BrC14
BAHD1,BrC14
BAP1,BrC14
BET1L,BrC14
BLOC1S3,BrC14
BMF,BrC14
BRD9,BrC14
BRPF1,BrC14
BRPF3,BrC14
C12orf73,BrC14
C22orf29,BrC14
C2orf68,BrC14
C6orf47,BrC14
C9orf78,BrC14
CBX7,BrC14
CCDC127,BrC14
CHD4,BrC14
CHTF8,BrC14
COA5,BrC14
COG8,BrC14
COX11,BrC14
COX19,BrC14
CSTF1,BrC14
CTDP1,BrC14
CYB561A3,BrC14
DAB2IP,BrC14
DAG1,BrC14
DBR1,BrC14
DCAF11,BrC14
DCAF4,BrC14
DERL2,BrC14
DGCR2,BrC14
DGCR8,BrC14
DIDO1,BrC14
DNAJB12,BrC14
DPF2,BrC14
DPP9,BrC14
EDC3,BrC14
EIF2B1,BrC14
ETAA1,BrC14
EXOC7,BrC14
FAM134A,BrC14
FAM134C,BrC14
FAM210B,BrC14
FBXO7,BrC14
FECH,BrC14
FOXRED2,BrC14
FRAT1,BrC14
GABPB1,BrC14
GID8,BrC14
GIGYF1,BrC14
GLE1,BrC14
GORASP1,BrC14
GPR157,BrC14
GRK6,BrC14
GSPT2,BrC14
GTF3C2,BrC14
HOMEZ,BrC14
INCA1,BrC14
INTS5,BrC14
IPO13,BrC14
IRF2BPL,BrC14
ISY1,BrC14
JADE2,BrC14
JKAMP,BrC14
KANSL2,BrC14
KAT14,BrC14
KBTBD4,BrC14
KDM1A,BrC14
KEAP1,BrC14
KHSRP,BrC14
KLHDC3,BrC14
LANCL2,BrC14
LRP10,BrC14
LRRC47,BrC14
MAD2L1BP,BrC14
MAP10,BrC14
MAP2K5,BrC14
MAPKAPK5,BrC14
MCM7,BrC14
MEPCE,BrC14
METTL13,BrC14
MOCS3,BrC14
MTFMT,BrC14
MTMR14,BrC14
MUL1,BrC14
NAA60,BrC14
NAP1L4,BrC14
NCAPD2,BrC14
NCOA5,BrC14
NME6,BrC14
NOA1,BrC14
NPRL3,BrC14
NPTXR,BrC14
NRF1,BrC14
OS9,BrC14
PARP1,BrC14
PARS2,BrC14
PCNX3,BrC14
PDDC1,BrC14
PELI3,BrC14
PEX11B,BrC14
PGPEP1,BrC14
PIGS,BrC14
PLXNB1,BrC14
PNPLA6,BrC14
POLDIP3,BrC14
POLE,BrC14
POLE3,BrC14
PPP1R26,BrC14
PPP6R2,BrC14
PRMT5,BrC14
PRPF6,BrC14
PRRC2A,BrC14
PTCD1,BrC14
PTPRU,BrC14
PYGO2,BrC14
QARS,BrC14
RAB3D,BrC14
RAVER1,BrC14
RBBP4,BrC14
RDH14,BrC14
RFT1,BrC14
RHOBTB2,BrC14
RHOF,BrC14
RIC8A,BrC14
RIOX1,BrC14
RNF123,BrC14
RNF216,BrC14
RNF220,BrC14
RNF31,BrC14
RPA1,BrC14
RPAP1,BrC14
RPP38,BrC14
RPUSD2,BrC14
SCAMP2,BrC14
SCAP,BrC14
SCMH1,BrC14
SCYL1,BrC14
SENP3,BrC14
SETD1A,BrC14
SETD6,BrC14
SETMAR,BrC14
SF3B4,BrC14
SH3BP5L,BrC14
SLC16A5,BrC14
SLC25A38,BrC14
SLC4A2,BrC14
SMARCD2,BrC14
SMG8,BrC14
SPATA2,BrC14
SREBF2,BrC14
SSRP1,BrC14
SYVN1,BrC14
TAF6L,BrC14
TATDN2,BrC14
TBC1D13,BrC14
TBCC,BrC14
TBP,BrC14
TECPR2,BrC14
TFB2M,BrC14
THAP11,BrC14
THUMPD1,BrC14
TIGD5,BrC14
TIRAP,BrC14
TMED10,BrC14
TOE1,BrC14
TRAF7,BrC14
TRIM26,BrC14
TRMT2B,BrC14
TSPYL4,BrC14
TSPYL5,BrC14
TSSK3,BrC14
TXNDC11,BrC14
UBE2I,BrC14
UBE2J2,BrC14
UBE2Q1,BrC14
UBIAD1,BrC14
UBOX5,BrC14
UCK1,BrC14
UMPS,BrC14
UNKL,BrC14
USP19,BrC14
VAC14,BrC14
VPS11,BrC14
VPS18,BrC14
VPS26B,BrC14
VPS33A,BrC14
VPS51,BrC14
WDR35,BrC14
WDR5,BrC14
WDR53,BrC14
WDR55,BrC14
WDTC1,BrC14
YPEL1,BrC14
ZBED6CL,BrC14
ZBTB3,BrC14
ZBTB7B,BrC14
ZC3H10,BrC14
ZC3H4,BrC14
ZC3H7B,BrC14
ZCCHC3,BrC14
ZER1,BrC14
ZFP41,BrC14
ZNF142,BrC14
ZNF212,BrC14
ZNF3,BrC14
ZNF302,BrC14
ZNF319,BrC14
ZNF324,BrC14
ZNF324B,BrC14
ZNF335,BrC14
ZNF398,BrC14
ZNF425,BrC14
ZNF500,BrC14
ZNF587B,BrC14
ZNF646,BrC14
ZNF687,BrC14
ZNF696,BrC14
ZNF7,BrC14
ZNF747,BrC14
ZSCAN5A,BrC14
ZSWIM1,BrC14
ZXDC,BrC14
ABI2,BrC5
ADNP,BrC5
ADPGK,BrC5
AFAP1L2,BrC5
AGAP5,BrC5
AGAP6,BrC5
AGK,BrC5
AK9,BrC5
AKAP5,BrC5
ALG13,BrC5
ALG6,BrC5
ALPK1,BrC5
ANAPC4,BrC5
ANAPC7,BrC5
ANGEL1,BrC5
ANKMY2,BrC5
ANKRD10,BrC5
ANKRD42,BrC5
ANP32A,BrC5
AP1S3,BrC5
AP2B1,BrC5
AP3M1,BrC5
AP3M2,BrC5
AP4B1,BrC5
APLF,BrC5
ARFIP1,BrC5
ARGLU1,BrC5
ARHGAP19,BrC5
ARHGEF33,BrC5
ARHGEF9,BrC5
ARL10,BrC5
ARL17A,BrC5
ARL6,BrC5
ARMC10,BrC5
ARMCX3,BrC5
ARSJ,BrC5
ASB3,BrC5
ATF7,BrC5
ATP6AP1L,BrC5
ATXN1,BrC5
ATXN2,BrC5
ATXN7L1,BrC5
B3GALNT1,BrC5
B3GALT1,BrC5
BBS12,BrC5
BBS9,BrC5
BCL2L11,BrC5
BCORL1,BrC5
BET1,BrC5
BHLHB9,BrC5
BIVM,BrC5
BLZF1,BrC5
BTN2A1,BrC5
BTRC,BrC5
C15orf41,BrC5
C17orf80,BrC5
C18orf25,BrC5
C1QTNF3,BrC5
C1orf131,BrC5
C2CD3,BrC5
C2orf42,BrC5
C2orf49,BrC5
C4orf33,BrC5
C5orf34,BrC5
C6orf163,BrC5
C8orf37,BrC5
C9orf85,BrC5
CACNB4,BrC5
CAPN3,BrC5
CAPRIN2,BrC5
CARNMT1,BrC5
CASP2,BrC5
CATSPER2,BrC5
CBFA2T2,BrC5
CBR4,BrC5
CCDC14,BrC5
CCDC66,BrC5
CCDC7,BrC5
CCDC77,BrC5
CD226,BrC5
CD47,BrC5
CDC16,BrC5
CDC23,BrC5
CDK12,BrC5
CDK6,BrC5
CELF4,BrC5
CENPJ,BrC5
CEP128,BrC5
CEP152,BrC5
CEP162,BrC5
CEP192,BrC5
CEP44,BrC5
CEP78,BrC5
CEP97,BrC5
CFAP44,BrC5
CHORDC1,BrC5
CHTOP,BrC5
CLHC1,BrC5
CLUAP1,BrC5
COG3,BrC5
COIL,BrC5
COX15,BrC5
CPEB3,BrC5
CPOX,BrC5
CPSF6,BrC5
CRAMP1,BrC5
CREBZF,BrC5
CRLF3,BrC5
CSNK1G1,BrC5
CSRNP2,BrC5
CSRNP3,BrC5
CTBP2,BrC5
CTCF,BrC5
CYB5RL,BrC5
DCAF12,BrC5
DCAF17,BrC5
DDX17,BrC5
DDX55,BrC5
DENR,BrC5
DEPTOR,BrC5
DFFA,BrC5
DFFB,BrC5
DIP2A,BrC5
DIP2B,BrC5
DMTF1,BrC5
DNAJC16,BrC5
DROSHA,BrC5
DUSP11,BrC5
DUSP18,BrC5
E2F5,BrC5
EDA2R,BrC5
EDRF1,BrC5
EED,BrC5
EFHC1,BrC5
ELAVL1,BrC5
ELMO2,BrC5
ELOVL4,BrC5
ENOPH1,BrC5
EPM2AIP1,BrC5
ERCC6,BrC5
ERICH6B,BrC5
EXD2,BrC5
EYA3,BrC5
FAM111A,BrC5
FAM122B,BrC5
FAM149B1,BrC5
FAM200A,BrC5
FAM206A,BrC5
FAM60A,BrC5
FAN1,BrC5
FANCB,BrC5
FANCC,BrC5
FAS,BrC5
FBXO22,BrC5
FBXO34,BrC5
FBXO48,BrC5
FBXW7,BrC5
FGFR1OP,BrC5
FIGNL1,BrC5
FMO4,BrC5
FNBP1L,BrC5
FOCAD,BrC5
FRA10AC1,BrC5
FRRS1,BrC5
FUBP1,BrC5
FUT10,BrC5
FUT8,BrC5
GALK2,BrC5
GAN,BrC5
GANC,BrC5
GATC,BrC5
GFM2,BrC5
GIN1,BrC5
GLCCI1,BrC5
GLCE,BrC5
GPBP1L1,BrC5
GPD2,BrC5
GPR63,BrC5
GPRASP2,BrC5
HACD4,BrC5
HDAC2,BrC5
HDAC8,BrC5
HEATR6,BrC5
HELB,BrC5
HERC4,BrC5
HIST1H2BN,BrC5
HLTF,BrC5
HNRNPA2B1,BrC5
HNRNPD,BrC5
HNRNPH1,BrC5
HNRNPH3,BrC5
HP1BP3,BrC5
HSPA4L,BrC5
HYPK,BrC5
IFT80,BrC5
IGIP,BrC5
IGSF10,BrC5
IKBKAP,BrC5
IMPG1,BrC5
INIP,BrC5
INTS13,BrC5
INTS3,BrC5
INTS6L,BrC5
INTS7,BrC5
INTS8,BrC5
INTU,BrC5
IQCB1,BrC5
IRF2,BrC5
IRGQ,BrC5
JRKL,BrC5
KAT7,BrC5
KBTBD6,BrC5
KBTBD7,BrC5
KCTD7,BrC5
KDM1B,BrC5
KDM4C,BrC5
KDM5B,BrC5
KIAA0753,BrC5
KIAA0825,BrC5
KIAA0907,BrC5
KIAA1107,BrC5
KIF3A,BrC5
KIN,BrC5
KLHL9,BrC5
KMT5B,BrC5
KRBOX4,BrC5
L3MBTL4,BrC5
LEAP2,BrC5
LHX4,BrC5
LIAS,BrC5
LIN9,BrC5
LINS1,BrC5
LRIF1,BrC5
LRRC37B,BrC5
LRRC69,BrC5
LUC7L3,BrC5
LURAP1,BrC5
LYSMD4,BrC5
MAATS1,BrC5
MAGOHB,BrC5
MATR3,BrC5
MAX,BrC5
MBD4,BrC5
MBLAC2,BrC5
MCM8,BrC5
MCM9,BrC5
MED12L,BrC5
MED17,BrC5
MED21,BrC5
MED28,BrC5
MEIS2,BrC5
MEMO1,BrC5
METAP1,BrC5
METAP1D,BrC5
METTL6,BrC5
MFSD14C,BrC5
MICAL3,BrC5
MIS12,BrC5
MMAA,BrC5
MMS22L,BrC5
MNS1,BrC5
MRPS25,BrC5
MRPS27,BrC5
MRS2,BrC5
MSANTD2,BrC5
MSH2,BrC5
MSL1,BrC5
MTAP,BrC5
MTBP,BrC5
MTERF1,BrC5
MTERF4,BrC5
MTMR8,BrC5
MTO1,BrC5
MYO15B,BrC5
N4BP2,BrC5
NAA16,BrC5
NAB1,BrC5
NAPB,BrC5
NAPEPLD,BrC5
NBPF15,BrC5
NDUFAF7,BrC5
NFXL1,BrC5
NFYA,BrC5
NKRF,BrC5
NLRC3,BrC5
NPAS3,BrC5
NSD3,BrC5
NSUN6,BrC5
NUDT13,BrC5
OGT,BrC5
ORAOV1,BrC5
OSGEPL1,BrC5
OTUD3,BrC5
PARG,BrC5
PAWR,BrC5
PAXBP1,BrC5
PCID2,BrC5
PCMTD2,BrC5
PCNX4,BrC5
PEX13,BrC5
PGBD2,BrC5
PGBD4,BrC5
PHF11,BrC5
PHF14,BrC5
PHF21A,BrC5
PHF6,BrC5
PIGF,BrC5
PIGM,BrC5
PKNOX1,BrC5
PLCG1,BrC5
PLEKHA7,BrC5
PLEKHA8,BrC5
PM20D2,BrC5
PMS1,BrC5
PNISR,BrC5
PNN,BrC5
POC1B,BrC5
POGZ,BrC5
POLG2,BrC5
POLH,BrC5
PPAT,BrC5
PPHLN1,BrC5
PPM1K,BrC5
PPP2R3A,BrC5
PREPL,BrC5
PRIM2,BrC5
PRIMPOL,BrC5
PRKCI,BrC5
PROX2,BrC5
PRPF3,BrC5
PRPF38A,BrC5
PRPF39,BrC5
PSD3,BrC5
PTCD2,BrC5
PTCD3,BrC5
PTER,BrC5
PTPN2,BrC5
PUM1,BrC5
PUS10,BrC5
PUS7L,BrC5
QRSL1,BrC5
R3HCC1L,BrC5
R3HDM2,BrC5
RAD52,BrC5
RAD54B,BrC5
RANBP17,BrC5
RASA2,BrC5
RAVER2,BrC5
RBM12B,BrC5
RBM18,BrC5
RBM22,BrC5
RBM39,BrC5
RBM41,BrC5
RBM45,BrC5
RBM48,BrC5
RBM5,BrC5
RBM6,BrC5
RBMX,BrC5
RBMX2,BrC5
RCHY1,BrC5
RCOR1,BrC5
RFFL,BrC5
RFX5,BrC5
RGL4,BrC5
RIC8B,BrC5
RMI1,BrC5
RNASEL,BrC5
RNF170,BrC5
RNF214,BrC5
RNF34,BrC5
RPAP2,BrC5
RPAP3,BrC5
RPGRIP1L,BrC5
RPRD1A,BrC5
RPS6KA6,BrC5
S100PBP,BrC5
SASS6,BrC5
SCAI,BrC5
SCML2,BrC5
SEC22A,BrC5
SEC61A2,BrC5
SEMA5A,BrC5
SEPT8,BrC5
SESN3,BrC5
SFXN1,BrC5
SGK494,BrC5
SHQ1,BrC5
SIPA1L1,BrC5
SKP2,BrC5
SLC10A5,BrC5
SLC16A2,BrC5
SLC23A3,BrC5
SLC24A1,BrC5
SLC25A27,BrC5
SLC25A53,BrC5
SLC33A1,BrC5
SLC35E2,BrC5
SLC46A1,BrC5
SLF1,BrC5
SLF2,BrC5
SLX4IP,BrC5
SMARCA2,BrC5
SMARCAD1,BrC5
SMIM15,BrC5
SNAPC3,BrC5
SNRNP48,BrC5
SNURF,BrC5
SNX27,BrC5
SPATA7,BrC5
SPATS2,BrC5
SPIDR,BrC5
SPIN3,BrC5
SPIN4,BrC5
SPTLC3,BrC5
SRSF1,BrC5
SRSF6,BrC5
SS18L1,BrC5
STAG3,BrC5
STAU2,BrC5
STX16,BrC5
STX3,BrC5
STX6,BrC5
SUCO,BrC5
SUDS3,BrC5
SUPT20H,BrC5
SUPT3H,BrC5
SUPT7L,BrC5
SYT1,BrC5
TAF1A,BrC5
TAF4,BrC5
TANK,BrC5
TARDBP,BrC5
TAS2R10,BrC5
TAS2R20,BrC5
TAS2R4,BrC5
TAS2R5,BrC5
TBC1D19,BrC5
TBCK,BrC5
TCEANC,BrC5
TCEANC2,BrC5
TCHP,BrC5
TCTE3,BrC5
TDRP,BrC5
TET1,BrC5
TFCP2,BrC5
THADA,BrC5
THAP9,BrC5
THNSL1,BrC5
THOC1,BrC5
THUMPD2,BrC5
TIA1,BrC5
TIAL1,BrC5
TIGD4,BrC5
TIGD7,BrC5
TMEM161B,BrC5
TMEM260,BrC5
TMEM267,BrC5
TMEM65,BrC5
TMEM68,BrC5
TMPO,BrC5
TNIK,BrC5
TP53BP1,BrC5
TRA2A,BrC5
TRANK1,BrC5
TRIM5,BrC5
TRIM52,BrC5
TRMT10B,BrC5
TRMT11,BrC5
TRMT13,BrC5
TSHZ2,BrC5
TTC14,BrC5
TTC26,BrC5
TTF2,BrC5
TTI1,BrC5
TTLL5,BrC5
TUB,BrC5
TUBD1,BrC5
TUBGCP4,BrC5
TVP23C,BrC5
TYW1B,BrC5
TYW5,BrC5
UBE3D,BrC5
UBN2,BrC5
UBXN2B,BrC5
UHRF2,BrC5
UPF3B,BrC5
USP28,BrC5
USP31,BrC5
USP46,BrC5
UTP6,BrC5
VPS45,BrC5
VPS53,BrC5
VPS8,BrC5
WDHD1,BrC5
WDR33,BrC5
WDR5B,BrC5
WDR89,BrC5
XPO1,BrC5
XYLB,BrC5
YEATS2,BrC5
ZADH2,BrC5
ZBED5,BrC5
ZBED8,BrC5
ZBTB1,BrC5
ZBTB25,BrC5
ZBTB26,BrC5
ZBTB33,BrC5
ZC3H8,BrC5
ZC3HAV1L,BrC5
ZCCHC6,BrC5
ZCCHC8,BrC5
ZCCHC9,BrC5
ZDHHC13,BrC5
ZDHHC6,BrC5
ZFC3H1,BrC5
ZFP14,BrC5
ZFP2,BrC5
ZFP3,BrC5
ZFP37,BrC5
ZFP62,BrC5
ZFP69,BrC5
ZFP82,BrC5
ZFP90,BrC5
ZKSCAN3,BrC5
ZKSCAN4,BrC5
ZKSCAN5,BrC5
ZKSCAN7,BrC5
ZNF112,BrC5
ZNF132,BrC5
ZNF14,BrC5
ZNF141,BrC5
ZNF169,BrC5
ZNF17,BrC5
ZNF175,BrC5
ZNF177,BrC5
ZNF181,BrC5
ZNF182,BrC5
ZNF184,BrC5
ZNF195,BrC5
ZNF2,BrC5
ZNF207,BrC5
ZNF211,BrC5
ZNF222,BrC5
ZNF223,BrC5
ZNF225,BrC5
ZNF227,BrC5
ZNF230,BrC5
ZNF234,BrC5
ZNF235,BrC5
ZNF251,BrC5
ZNF253,BrC5
ZNF254,BrC5
ZNF257,BrC5
ZNF260,BrC5
ZNF268,BrC5
ZNF280D,BrC5
ZNF283,BrC5
ZNF284,BrC5
ZNF286A,BrC5
ZNF300,BrC5
ZNF320,BrC5
ZNF337,BrC5
ZNF343,BrC5
ZNF345,BrC5
ZNF391,BrC5
ZNF397,BrC5
ZNF404,BrC5
ZNF417,BrC5
ZNF420,BrC5
ZNF429,BrC5
ZNF431,BrC5
ZNF44,BrC5
ZNF45,BrC5
ZNF462,BrC5
ZNF471,BrC5
ZNF473,BrC5
ZNF485,BrC5
ZNF490,BrC5
ZNF491,BrC5
ZNF493,BrC5
ZNF502,BrC5
ZNF506,BrC5
ZNF512,BrC5
ZNF514,BrC5
ZNF518A,BrC5
ZNF525,BrC5
ZNF527,BrC5
ZNF528,BrC5
ZNF540,BrC5
ZNF543,BrC5
ZNF546,BrC5
ZNF549,BrC5
ZNF550,BrC5
ZNF557,BrC5
ZNF559,BrC5
ZNF562,BrC5
ZNF565,BrC5
ZNF567,BrC5
ZNF568,BrC5
ZNF571,BrC5
ZNF572,BrC5
ZNF585A,BrC5
ZNF585B,BrC5
ZNF589,BrC5
ZNF600,BrC5
ZNF605,BrC5
ZNF608,BrC5
ZNF609,BrC5
ZNF615,BrC5
ZNF616,BrC5
ZNF618,BrC5
ZNF619,BrC5
ZNF620,BrC5
ZNF623,BrC5
ZNF626,BrC5
ZNF658,BrC5
ZNF665,BrC5
ZNF675,BrC5
ZNF678,BrC5
ZNF681,BrC5
ZNF684,BrC5
ZNF701,BrC5
ZNF708,BrC5
ZNF709,BrC5
ZNF718,BrC5
ZNF721,BrC5
ZNF727,BrC5
ZNF732,BrC5
ZNF737,BrC5
ZNF75D,BrC5
ZNF761,BrC5
ZNF766,BrC5
ZNF772,BrC5
ZNF780A,BrC5
ZNF780B,BrC5
ZNF790,BrC5
ZNF791,BrC5
ZNF793,BrC5
ZNF808,BrC5
ZNF81,BrC5
ZNF816,BrC5
ZNF83,BrC5
ZNF836,BrC5
ZNF84,BrC5
ZNF841,BrC5
ZNF846,BrC5
ZNF852,BrC5
ZNF860,BrC5
ZNF879,BrC5
ZNF888,BrC5
ZNF891,BrC5
ZNF91,BrC5
ZRANB2,BrC5
ZSCAN20,BrC5
ZSCAN22,BrC5
ZSCAN23,BrC5
ZSCAN26,BrC5
ZSCAN30,BrC5
ZW10,BrC5
ZZZ3,BrC5
AC004381.6,BrC23
ACRBP,BrC23
ACSBG2,BrC23
ACSL6,BrC23
ACTL10,BrC23
AKAP3,BrC23
ALS2CR11,BrC23
ANKRD45,BrC23
ARMC4,BrC23
C12orf54,BrC23
C16orf71,BrC23
C16orf96,BrC23
C2orf73,BrC23
C9orf24,BrC23
C9orf43,BrC23
CABYR,BrC23
CAPZA3,BrC23
CATSPER1,BrC23
CCDC110,BrC23
CCDC116,BrC23
CCDC136,BrC23
CCDC168,BrC23
CCDC173,BrC23
CCDC38,BrC23
CCDC62,BrC23
CCDC65,BrC23
CCDC87,BrC23
CCDC89,BrC23
CCDC96,BrC23
CCIN,BrC23
CCNA1,BrC23
CFAP206,BrC23
CFAP221,BrC23
CFAP52,BrC23
CFAP53,BrC23
CHST13,BrC23
CMTM1,BrC23
CMTM2,BrC23
CNBD2,BrC23
DDX25,BrC23
DKKL1,BrC23
DNAAF3,BrC23
DYNLRB2,BrC23
EFCAB5,BrC23
ERICH2,BrC23
FAM186A,BrC23
FAM186B,BrC23
FAM209A,BrC23
FAM209B,BrC23
FAM217A,BrC23
FAM57B,BrC23
FAM71D,BrC23
FBXO24,BrC23
FNDC11,BrC23
FSCN3,BrC23
GGN,BrC23
GLIPR1L1,BrC23
H1FNT,BrC23
HIPK4,BrC23
HSPB9,BrC23
KCTD19,BrC23
KDM4D,BrC23
KLHL10,BrC23
LCA5L,BrC23
LRRC46,BrC23
LRRC71,BrC23
LRRC73,BrC23
LRRIQ1,BrC23
MYCBPAP,BrC23
NACA2,BrC23
NME5,BrC23
NT5C1B,BrC23
NUPR2,BrC23
PABPC3,BrC23
PFN4,BrC23
PHF7,BrC23
PHOSPHO1,BrC23
PIH1D2,BrC23
PROCA1,BrC23
RNF133,BrC23
RNF148,BrC23
ROPN1L,BrC23
SAMD15,BrC23
SLC22A14,BrC23
SLC26A8,BrC23
SLC9B1,BrC23
SMKR1,BrC23
SOHLH2,BrC23
SPA17,BrC23
SPAG6,BrC23
SPATA17,BrC23
SPATA22,BrC23
SPATA24,BrC23
SPATC1,BrC23
SPTY2D1-AS1,BrC23
STK31,BrC23
TBC1D26,BrC23
TCP10L,BrC23
TCP11,BrC23
TEX40,BrC23
TMEM31,BrC23
TSACC,BrC23
TSKS,BrC23
TSSK6,BrC23
TTC16,BrC23
TTC25,BrC23
TUBA3D,BrC23
TULP2,BrC23
WFDC3,BrC23
YBX2,BrC23
ZBTB32,BrC23
ZDHHC19,BrC23
ZMYND10,BrC23
ZMYND12,BrC23
AC006116.20,BrC22
AMIGO2,BrC22
ANKRD65,BrC22
ANO1,BrC22
ARL4C,BrC22
BCL11A,BrC22
BHLHE41,BrC22
BTBD11,BrC22
C1orf106,BrC22
CCDC8,BrC22
CCNJL,BrC22
CD164L2,BrC22
CDH3,BrC22
CDKL2,BrC22
CFAP54,BrC22
CGB7,BrC22
COL17A1,BrC22
COL8A2,BrC22
DCHS2,BrC22
DLK2,BrC22
DSC3,BrC22
DSG3,BrC22
EDN3,BrC22
EFCAB1,BrC22
EHD3,BrC22
ENTPD2,BrC22
EPHB1,BrC22
ESYT3,BrC22
ETV1,BrC22
EVA1A,BrC22
FAM196B,BrC22
FAT1,BrC22
FAT2,BrC22
FERMT1,BrC22
FGF1,BrC22
FHOD3,BrC22
FZD7,BrC22
GNG7,BrC22
GRAMD3,BrC22
GRIA4,BrC22
HAP1,BrC22
HAS3,BrC22
HNF4G,BrC22
ICAM5,BrC22
IFFO2,BrC22
IL22RA1,BrC22
IQCA1,BrC22
IRX1,BrC22
KCNG1,BrC22
KCNH3,BrC22
KCNMB1,BrC22
KLHL13,BrC22
KRT14,BrC22
KRT17,BrC22
KRT5,BrC22
KY,BrC22
LAD1,BrC22
LAMB3,BrC22
LAMC2,BrC22
LGR6,BrC22
LRRN1,BrC22
MCF2L2,BrC22
MIA,BrC22
MYLK,BrC22
NECTIN1,BrC22
NFASC,BrC22
NKPD1,BrC22
NPM2,BrC22
NRTN,BrC22
NSG1,BrC22
NTF4,BrC22
OVCH2,BrC22
PAK5,BrC22
PDE1C,BrC22
PDE4B,BrC22
PDGFA,BrC22
PLCH2,BrC22
PLD4,BrC22
PLEKHG4B,BrC22
PLPPR1,BrC22
PNMAL1,BrC22
PODNL1,BrC22
PPM1N,BrC22
PRSS12,BrC22
PSD2,BrC22
PTPRT,BrC22
RAB38,BrC22
RASSF10,BrC22
RASSF6,BrC22
RBBP8,BrC22
RBM38,BrC22
RHOV,BrC22
RNASE7,BrC22
RNF165,BrC22
RNF183,BrC22
SAMD5,BrC22
SCN2A,BrC22
SCN8A,BrC22
SDC1,BrC22
SEPT3,BrC22
SERPINB5,BrC22
SFRP1,BrC22
SLC27A6,BrC22
SLC2A9,BrC22
SLC35F3,BrC22
SLC47A2,BrC22
SMIM10L2A,BrC22
ST6GALNAC2,BrC22
ST8SIA2,BrC22
SYT12,BrC22
SYT8,BrC22
TCF7,BrC22
TENM2,BrC22
TEPP,BrC22
TFAP2C,BrC22
TIAM2,BrC22
TP63,BrC22
TP73,BrC22
TRIM29,BrC22
VSNL1,BrC22
WDR86,BrC22
WNT5B,BrC22
ACTR8,BrC17
ACVR1B,BrC17
AKAP10,BrC17
AMER1,BrC17
ANAPC1,BrC17
ANKFY1,BrC17
ANKRD11,BrC17
ANKRD52,BrC17
AREL1,BrC17
ARHGEF11,BrC17
ARID1A,BrC17
ATP9B,BrC17
ATR,BrC17
ATRN,BrC17
AXIN2,BrC17
BCL9L,BrC17
BRD1,BrC17
BSN,BrC17
BTBD9,BrC17
C10orf76,BrC17
CAMSAP1,BrC17
CASK,BrC17
CDK11B,BrC17
CHD8,BrC17
CLEC16A,BrC17
CPSF7,BrC17
CREBBP,BrC17
CRTC1,BrC17
CTDSPL,BrC17
CTNNB1,BrC17
CTR9,BrC17
DAGLA,BrC17
DCAF1,BrC17
DCAF7,BrC17
DCLRE1C,BrC17
DCTN1,BrC17
DDX19B,BrC17
DHX32,BrC17
DHX35,BrC17
DIEXF,BrC17
DNAJC11,BrC17
DOCK1,BrC17
EHMT1,BrC17
EIF4ENIF1,BrC17
EMC1,BrC17
EP400,BrC17
EXOSC10,BrC17
FAM193A,BrC17
FBXO18,BrC17
FTSJ3,BrC17
GALNT10,BrC17
GANAB,BrC17
GCN1,BrC17
GGCX,BrC17
GLYR1,BrC17
GOSR2,BrC17
GPR75,BrC17
GTF3C1,BrC17
GTF3C3,BrC17
HCFC1,BrC17
HMGN4,BrC17
HNRNPUL1,BrC17
HUWE1,BrC17
IBA57,BrC17
IK,BrC17
INO80,BrC17
KANSL1,BrC17
KDM2A,BrC17
KDM3B,BrC17
KDM4A,BrC17
KIAA0586,BrC17
KIAA1429,BrC17
KLHL12,BrC17
KMT2D,BrC17
KREMEN1,BrC17
LMTK2,BrC17
LSG1,BrC17
M6PR,BrC17
MADD,BrC17
MAML1,BrC17
MAN2B2,BrC17
MAP3K4,BrC17
MCM3AP,BrC17
MDC1,BrC17
MDN1,BrC17
METTL16,BrC17
MGA,BrC17
MLH3,BrC17
MNT,BrC17
MSH6,BrC17
MTMR4,BrC17
MVB12B,BrC17
N4BP1,BrC17
NCAPD3,BrC17
NCOA6,BrC17
NCOR2,BrC17
NCSTN,BrC17
NDST2,BrC17
NFATC2IP,BrC17
NFIX,BrC17
NFX1,BrC17
NOP9,BrC17
NSUN2,BrC17
NUFIP1,BrC17
NUP133,BrC17
NUP160,BrC17
NUP188,BrC17
NUP205,BrC17
NUP214,BrC17
NUTM2D,BrC17
OSBP,BrC17
OTUD7A,BrC17
PARD3,BrC17
PAXIP1,BrC17
PHACTR4,BrC17
PHLPP1,BrC17
